Name,Email,Age,City,Purchase_Amount
Noah,noah1150@email.com,38,Miami,301.0
Jack,jack1151@gmail.com,28,Boston,311.95
Frank,frank1152@outlook.com,46,Los Angeles,462.86
Steven,steven1153@gmail.com,61,Miami,86.44
Peter,peter1154@email.com,65,Los Angeles,129.09
Charlie,charlie1155@business.com,18,Houston,349.96
Henry,henry1156@gmail.com,46,Phoenix,21.15
Ivy,ivy1157@business.com,31,Seattle,277.75
Jack,jack1158@company.com,48,Austin,350.58
Rachel,rachel1159@company.com,55,Denver,31.31
Ivy,ivy1160@company.com,36,Los Angeles,396.7
Peter,peter1161@mail.com,47,Seattle,42.63
Peter,peter1162@yahoo.com,73,New York,19.35
Leo,leo1163@yahoo.com,80,Austin,259.18
Diana,diana1164@email.com,49,Denver,53.13
Henry,henry1165@yahoo.com,79,Seattle,284.74
Eve,eve1166@yahoo.com,33,Phoenix,159.41
Diana,diana1167@business.com,65,Los Angeles,19.0
Alice,alice1168@contact.com,58,Austin,125.74
Grace,grace1169@mail.com,69,Boston,316.64
Mia,mia1170@mail.com,78,Boston,475.07
Bob,bob1171@email.com,39,Phoenix,331.9
Tina,tina1172@email.com,51,Miami,214.49
Noah,noah1173@gmail.com,45,Austin,455.77
Olivia,olivia1174@contact.com,52,Austin,111.31
Diana,diana1175@business.com,52,Phoenix,432.67
Mia,mia1176@gmail.com,76,Boston,220.73
Rachel,rachel1177@mail.com,76,Houston,165.57
Bob,bob1178@company.com,78,Chicago,100.23
Steven,steven1179@mail.com,66,Chicago,441.26
Henry,henry1180@outlook.com,37,Seattle,375.35
Alice,alice1181@contact.com,67,Phoenix,62.32
Steven,steven1182@business.com,66,Boston,306.75
Mia,mia1183@company.com,32,Houston,186.04
Quinn,quinn1184@outlook.com,50,New York,358.89
Frank,frank1185@gmail.com,72,Houston,250.81
Bob,bob1186@contact.com,30,Houston,25.79
Karen,karen1187@gmail.com,78,Miami,119.05
Peter,peter1188@outlook.com,22,Chicago,464.28
Tina,tina1189@company.com,62,Miami,434.72
Frank,frank1190@company.com,43,Miami,307.89
Tina,tina1191@gmail.com,43,Los Angeles,300.96
Peter,peter1192@email.com,51,Houston,231.29
Grace,grace1193@contact.com,51,Los Angeles,203.85
Alice,alice1194@email.com,42,Seattle,384.93
Alice,alice1195@mail.com,36,New York,205.04
Diana,diana1196@yahoo.com,47,New York,217.01
Leo,leo1197@outlook.com,75,Los Angeles,237.15
Frank,frank1198@yahoo.com,64,Miami,65.45
Steven,steven1199@contact.com,26,Miami,212.64
